stock_code,returned_units,signed_return_value_gbp,return_invoices,description,absolute_return_value_gbp
21975,95,-49.260000000000005,4,PACK OF 60 DINOSAUR CAKE CASES,49.260000000000005
21213,89,-48.95,3,PACK OF 72 SKULL CAKE CASES,48.95
21821,13,-48.75,2,GLITTER STAR GARLAND WITH BELLS,48.75
84509A,13,-48.75,4,SET OF 4 ENGLISH ROSE PLACEMATS,48.75
22439,75,-48.75,5,6 ROCKET BALLOONS,48.75
23542,6,-48.7,3,WALL ART 70'S ALPHABET,48.7
90160A,7,-48.65,1,PURPLE BOUDICCA LARGE BRACELET,48.65
23307,88,-48.400000000000006,5,SET OF 60 PANTRY DESIGN CAKE CASES,48.400000000000006
22690,6,-48.3,4,DOORMAT HOME SWEET HOME BLUE,48.3
23221,58,-48.13999999999999,3,REINDEER HEART DECORATION SILVER,48.13999999999999
22329,29,-47.849999999999994,4,ROUND CONTAINER SET OF 5 RETROSPOT,47.849999999999994
22536,131,-47.81999999999999,2,MAGIC DRAWING SLATE PURDEY,47.81999999999999
84723,6,-47.7,2,CHERRY BLOSSOM CANVAS ART PICTURE,47.7
22660,6,-47.7,1,DOORMAT I LOVE LONDON,47.7
37492B,18,-47.699999999999996,6,BLUE YELLOW FLOWER PIGGY BANK,47.699999999999996
21161,254,-47.66,6,Unknown product,47.66
22925,28,-47.6,6,BLUE GIANT GARDEN THERMOMETER,47.6
85014A,8,-47.6,2,BLACK/BLUE POLKADOT UMBRELLA,47.6
22121,108,-47.6,5,check,47.6
84627,9,-47.6,2,Unknown product,47.6
21523,6,-47.54,4,DOORMAT FANCY FONT HOME SWEET HOME,47.54
84876D,16,-47.5,3,damaged,47.5
85060,538,-47.5,7,Unknown product,47.5
23348,80,-47.260000000000005,9,CHILDRENS TOY COOKING UTENSIL SET,47.260000000000005
84212,72,-46.800000000000004,1,"ASSORTED FLOWER COLOUR ""LEIS""",46.800000000000004
22063,16,-46.8,10,CERAMIC BOWL WITH STRAWBERRY DESIGN,46.8
20702,11,-46.75,6,PINK PADDED MOBILE,46.75
84596B,48,-46.72,3,SMALL DOLLY MIX DESIGN ORANGE BOWL,46.72
21249,16,-46.400000000000006,3,WOODLAND HEIGHT CHART STICKERS,46.400000000000006
22279,37,-46.25,2,POCKET BAG BLUE PAISLEY RED SPOT,46.25
23234,16,-46.24,5,BISCUIT TIN VINTAGE CHRISTMAS,46.24
23103,28,-46.199999999999996,3,JINGLE BELL HEART DECORATION,46.199999999999996
23029,48,-46.199999999999996,9,DRAWER KNOB CRACKLE GLAZE GREEN,46.199999999999996
22331,28,-46.199999999999996,7,WOODLAND PARTY BAG + STICKER SET,46.199999999999996
21163,155,-46.01,4,Unknown product,46.01
84907,27,-45.900000000000006,7,Unknown product,45.900000000000006
22589,18,-45.9,1,CARDHOLDER GINGHAM STAR,45.9
22896,218,-45.9,3,PEG BAG APPLES DESIGN,45.9
85028L,29,-45.9,4,Unknown product,45.9
20794,18,-45.9,4,BLUE TILE HOOK,45.9
37342,122,-45.68,4,Unknown product,45.68
21399,228,-45.39,5,Unknown product,45.39
20836,24,-45.36000000000001,2,FRENCH PAISLEY CUSHION COVER,45.36000000000001
84493,632,-45.36,2,BLUE/PINK NEST STRIPE BOX,45.36
79340W,6,-45.3,5,WHITE ORCHID FLOWER LIGHTS,45.3
21581,20,-45.0,2,SKULLS DESIGN COTTON TOTE BAG,45.0
23177,20,-45.0,5,TREASURE ISLAND BOOK BOX,45.0
20658,114,-45.0,4,Unknown product,45.0
23193,20,-45.0,6,BUFFALO BILL TREASURE BOOK BOX,45.0
21635,20,-45.0,2,Unknown product,45.0
84828,36,-45.0,2,JUNGLE POPSICLES ICE LOLLY MOULDS,45.0
47568,324,-44.970000000000006,8,Unknown product,44.970000000000006
47594A,23,-44.85,11,CAROUSEL DESIGN WASHBAG,44.85
47594B,23,-44.85,13,SCOTTIES DESIGN WASHBAG,44.85
20984,262,-44.760000000000005,4,damaged,44.760000000000005
21162,84,-44.76,2,TOXIC AREA DOOR HANGER,44.76
90195A,50,-44.75,3,check,44.75
22304,218,-44.55,6,COFFEE MUG BLUE PAISLEY DESIGN,44.55
21584,27,-44.55,3,RETROSPOT SMALL TUBE MATCHES,44.55
84947,37,-44.54,12,ANTIQUE SILVER TEA GLASS ENGRAVED,44.54
84950,106,-44.5,10,ASSORTED COLOUR T-LIGHT HOLDER,44.5
21185,25,-44.449999999999996,4,HOME SWEET HOME BLACKBOARD,44.449999999999996
22200,11,-44.25,6,FRYING PAN PINK POLKADOT,44.25
21548,44,-44.25,5,Unknown product,44.25
22602,52,-44.199999999999996,3,RETROSPOT WOODEN HEART DECORATION,44.199999999999996
22229,52,-44.199999999999996,7,BUNNY WOODEN PAINTED WITH FLOWER,44.199999999999996
21907,98,-44.10000000000001,5,I'M ON HOLIDAY METAL SIGN,44.10000000000001
22045,105,-44.1,5,SPACEBOY GIFT WRAP,44.1
79160,21,-44.1,12,HEART SHAPE WIRELESS DOORBELL,44.1
21239,52,-44.07,9,PINK POLKADOT CUP,44.07
23091,22,-43.75,5,Unknown product,43.75
21899,67,-43.550000000000004,5,"KEY FOB , GARAGE DESIGN",43.550000000000004
84686,64,-43.4,4,Unknown product,43.4
22741,51,-43.349999999999994,3,FUNKY DIVA PEN,43.349999999999994
23287,51,-43.349999999999994,2,RED VINTAGE SPOT BEAKER,43.349999999999994
84766,53,-43.199999999999996,5,Unknown product,43.199999999999996
72750B,62,-43.1,4,Unknown product,43.1
22701,16,-43.0,5,PINK DOG BOWL,43.0
23297,26,-42.9,4,SET 40 HEART SHAPE PETIT FOUR CASES,42.9
22276,76,-42.9,7,WASH BAG VINTAGE ROSE PAISLEY,42.9
22284,26,-42.89999999999999,4,HEN HOUSE DECORATION,42.89999999999999
22759,9953,-42.89999999999999,5,SET OF 3 NOTEBOOKS IN PARCEL,42.89999999999999
23347,34,-42.5,3,I LOVE LONDON BEAKER,42.5
22275,39,-42.5,5,WEEKEND BAG VINTAGE ROSE PAISLEY,42.5
22731,34,-42.5,2,3D CHRISTMAS STAMPS STICKERS,42.5
90087,50,-42.5,2,CRYSTAL SEA HORSE PHONE CHARM,42.5
22614,133,-42.269999999999996,6,PACK OF 12 SPACEBOY TISSUES,42.269999999999996
15060B,62,-42.22,8,Unknown product,42.22
21498,459,-42.0,4,RED RETROSPOT WRAP,42.0
21864,20,-42.0,1,UNION JACK FLAG PASSPORT COVER,42.0
85111,261,-41.76,2,check,41.76
22119,6,-41.7,4,PEACE WOODEN BLOCK LETTERS,41.7
84356,20,-41.7,3,POMPOM CURTAIN,41.7
22499,113,-41.650000000000006,4,WOODEN UNION JACK BUNTING,41.650000000000006
23534,7,-41.650000000000006,1,WALL ART STOP FOR TEA,41.650000000000006
23286,49,-41.65,3,BLUE VINTAGE SPOT BEAKER,41.65
21663,20,-41.65,8,VINTAGE GLASS SUGAR CADDY,41.65
21705,36,-41.49999999999999,6,BAG 500g SWIRLY MARBLES,41.49999999999999
21872,35,-41.47,5,GLAMOROUS MUG,41.47
20941,71,-41.35,6,FROG CANDLE,41.35
22454,34,-41.300000000000004,3,Unknown product,41.300000000000004
21984,144,-41.279999999999994,5,PACK OF 12 PINK PAISLEY TISSUES,41.279999999999994
22714,108,-41.04,4,CARD BIRTHDAY COWBOY,41.04
21652,82,-40.949999999999996,5,Unknown product,40.949999999999996
23229,11,-40.89,5,VINTAGE DONKEY TAIL GAME,40.89
84927D,436,-40.86000000000001,4,Unknown product,40.86000000000001
22586,78,-40.8,3,check,40.8
21039,16,-40.8,4,RED RETROSPOT SHOPPING BAG,40.8
21200,28,-40.6,1,MULTICOLOUR HONEYCOMB PAPER GARLAND,40.6
84800L,197,-40.56,3,Unknown product,40.56
84849D,104,-40.56,4,Unknown product,40.56
82001S,11,-40.53,5,VINYL RECORD FRAME SILVER,40.53
21462,6,-40.5,6,"NURSERY A,B,C PAINTED LETTERS",40.5
23235,14,-40.46,7,STORAGE TIN VINTAGE LEAF,40.46
17013C,899,-40.32,3,Unknown product,40.32
21383,62,-40.300000000000004,5,PACK OF 12 STICKY BUNNIES,40.300000000000004
22449,137,-40.2,3,SILK PURSE BABUSHKA PINK,40.2
21318,94,-40.059999999999995,13,Unknown product,40.059999999999995
84596E,185,-40.0,3,Unknown product,40.0
20785,3,-39.95,2,Unknown product,39.95
20784,18,-39.95,3,Unknown product,39.95
21764,4,-39.95,2,display stands,39.95
84823,4,-39.95,2,Unknown product,39.95
21065,7,-39.910000000000004,2,BOOM BOX SPEAKER GIRLS,39.910000000000004
90147,4,-39.8,2,CHUNKY SILVER NECKLACE PASTEL FLOWE,39.8
21359,34,-39.8,5,RELAX LARGE WOOD LETTERS,39.8
23414,4,-39.8,1,ZINC BOX SIGN HOME,39.8
84707B,4,-39.8,1,PINK JEWELLED MIRROR TRINKET TRAY,39.8
21067,102,-39.760000000000005,6,VINTAGE RED TEATIME MUG,39.760000000000005
22443,12,-39.75,5,Unknown product,39.75
22794,5,-39.75,4,SWEETHEART WIRE MAGAZINE RACK,39.75
21246,102,-39.6,6,damaged,39.6
22408,37,-39.410000000000004,2,MONEY BOX CONFECTIONERY DESIGN,39.410000000000004
22973,24,-39.199999999999996,6,CHILDREN'S CIRCUS PARADE MUG,39.199999999999996
23433,47,-39.01,3,HANGING QUILTED PATCHWORK APPLES,39.01
21283,42,-39.0,3,Unknown product,39.0
21110,157,-38.9,4,Unknown product,38.9
84849A,23,-38.87,3,HELLO SAILOR BLUE SOAP HOLDER,38.87
21244,98,-38.87,10,Unknown product,38.87
82581,571,-38.660000000000004,10,TOILET METAL SIGN,38.660000000000004
85097B,12,-38.6,5,BLUE ROCKING SINGING CANARY,38.6
20803,114,-38.459999999999994,4,damages,38.459999999999994
20782,7,-38.43,2,CAMOUFLAGE EAR MUFF HEADPHONES,38.43
22452,76,-38.35000000000001,4,MEASURING TAPE BABUSHKA PINK,38.35000000000001
22863,20,-38.35000000000001,3,SOAP DISH BROCANTE,38.35000000000001
90201B,13,-38.35000000000001,3,BLACK ENAMEL FLOWER RING,38.35000000000001
21041,194,-38.35,8,RED RETROSPOT OVEN GLOVE DOUBLE,38.35
21331,3,-38.25,2,MOROCCAN BEATEN METAL DISH LARGE,38.25
23311,15,-38.25,4,VINTAGE CHRISTMAS STOCKING,38.25
85145,3,-38.25,1,JARDIN ETCHED GLASS LARGE BELL JAR,38.25
85018D,21,-38.25,2,YULETIDE IMAGES S/6 PAPER BOXES,38.25
22255,45,-38.25,5,FELT TOADSTOOL SMALL,38.25
21579,17,-38.25,5,LOLITA DESIGN COTTON TOTE BAG,38.25
22544,91,-38.22,2,MINI JIGSAW SPACEBOY,38.22
22230,45,-38.18,8,JIGSAW TREE WITH WATERING CAN,38.18
21158,97,-38.17,3,MOODY GIRL DOOR HANGER,38.17
22407,36,-38.160000000000004,1,MONEY BOX FIRST ADE DESIGN,38.160000000000004
21209,37,-38.029999999999994,7,MULTICOLOUR HONEYCOMB FAN,38.029999999999994
21240,45,-37.99,7,BLUE POLKADOT CUP,37.99
22736,23,-37.95,3,RIBBON REEL MAKING SNOWMEN,37.95
85161,29,-37.9,4,samples/damages,37.9
84937,765,-37.800000000000004,5,Unknown product,37.800000000000004
22915,294,-37.8,5,ASSORTED BOTTLE TOP MAGNETS,37.8
21344,5,-37.75,2,MOROCCAN BEATEN METAL DISH,37.75
85034A,92,-37.75,6,3 GARDENIA MORRIS BOXED CANDLES,37.75
84687,7,-37.65,5,BEACH HUT SHELF W 3 DRAWERS,37.65
22971,16,-37.65,5,QUEENS GUARD COFFEE MUG,37.65
23320,13,-37.57,2,GIANT 50'S CHRISTMAS CRACKER,37.57
23459,3,-37.5,2,DOLLY CABINET 2 DRAWERS,37.5
22750,10,-37.5,3,FELTCRAFT PRINCESS LOLA DOLL,37.5
22771,30,-37.5,4,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,37.5
22680,30,-37.5,2,FRENCH BLUE METAL DOOR SIGN 5,37.5
72789,84,-37.5,3,Unknown product,37.5
84482,69,-37.5,4,Unknown product,37.5
20956,905,-37.5,6,PORCELAIN T-LIGHT HOLDERS ASSORTED,37.5
22619,10,-37.5,3,SET OF 6 SOLDIER SKITTLES,37.5
23130,9,-37.35,2,MISTLETOE HEART WREATH GREEN,37.35
23255,9,-37.35,3,CHILDRENS CUTLERY CIRCUS PARADE,37.35
35001G,254,-37.29,4,Unknown product,37.29
72756,421,-37.25,3,FAIRY CAKE CANDLES,37.25
85090,116,-37.2,4,Unknown product,37.2
21902,418,-37.050000000000004,6,"KEY FOB , FRONT DOOR",37.050000000000004
21143,60,-37.05,7,Unknown product,37.05
22450,101,-36.85,5,SILK PURSE BABUSHKA BLUE,36.85
PADS,1,-36.6,1,PADS TO MATCH ALL CUSHIONS,36.6
79164,1583,-36.599999999999994,8,Unknown product,36.599999999999994
23144,44,-36.519999999999996,3,ZINC T-LIGHT HOLDER STARS SMALL,36.519999999999996
20684,58,-36.5,7,Unknown product,36.5
21874,29,-36.46,12,GIN AND TONIC MUG,36.46
22209,28,-36.36,3,WOOD STAMP SET HAPPY BIRTHDAY,36.36
23197,25,-36.25,7,SKETCHBOOK MAGNETIC SHOPPING LIST,36.25
22196,45,-36.04,10,SMALL HEART MEASURING SPOONS,36.04
21577,16,-36.0,5,SAVE THE PLANET COTTON TOTE BAG,36.0
22824,1,-35.95,1,3 TIER SWEETHEART GARDEN SHELF,35.95
90010E,4,-35.8,1,AMBER GLASS/SILVER BRACELET,35.8
90195B,4,-35.8,1,BLACK GEMSTONE BRACELET,35.8
21630,4,-35.8,4,FLOOR CUSHION ELEPHANT CARNIVAL,35.8
84459B,31,-35.76,2,Unknown product,35.76
22748,17,-35.7,4,POPPY'S PLAYHOUSE KITCHEN,35.7
84820,6,-35.7,2,DANISH ROSE TRINKET TRAYS,35.7
21756,8,-35.7,4,BATH BUILDING BLOCK WORD,35.7
22928,6,-35.7,4,YELLOW GIANT GARDEN THERMOMETER,35.7
22343,42,-35.699999999999996,2,PARTY PIZZA DISH RED RETROSPOT,35.699999999999996
22181,134,-35.699999999999996,5,check,35.699999999999996
23014,9,-35.55,3,GLASS APOTHECARY BOTTLE ELIXIR,35.55
22162,116,-35.400000000000006,6,Unknown product,35.400000000000006
20897,50,-35.400000000000006,4,VINTAGE NOTEBOOK PARIS DAYS,35.400000000000006
22911,12,-35.400000000000006,4,PAPER CHAIN KIT LONDON,35.400000000000006
71279,86,-35.400000000000006,9,damages,35.400000000000006
35979,82,-35.400000000000006,3,Unknown product,35.400000000000006
23309,64,-35.2,4,SET OF 60 I LOVE LONDON CAKE CASES,35.2
21661,22,-35.2,5,Unknown product,35.2
84799,406,-35.16,3,Unknown product,35.16
22098,79,-35.11,7,BOUDOIR SQUARE TISSUE BOX,35.11
22434,18,-35.1,2,BALLOON PUMP WITH 10 BALLOONS,35.1
21459,18,-35.1,5,YELLOW EASTER EGG HUNT START POST,35.1
22432,18,-35.1,4,WATERING CAN PINK BUNNY,35.1
22431,18,-35.099999999999994,5,WATERING CAN BLUE ELEPHANT,35.099999999999994
21779,12,-35.05,4,MA CAMPAGNE MINI WOODEN CHEST,35.05
85049E,28,-35.0,4,SCANDINAVIAN REDS RIBBONS,35.0
22675,28,-35.0,4,FRENCH KITCHEN SIGN BLUE METAL,35.0
23076,28,-35.0,2,ICE CREAM SUNDAE LIP GLOSS,35.0
21644,233,-35.0,5,ASSORTED TUTTI FRUTTI HEART BOX,35.0
20802,48,-34.92,4,SMALL GLASS SUNDAE DISH CLEAR,34.92
22774,28,-34.81,4,RED DRAWER KNOB ACRYLIC EDWARDIAN,34.81
21823,124,-34.8,3,damaged,34.8
22292,24,-34.8,1,"SPRING DEC , HANGING CHICK YELLOW",34.8
22293,24,-34.8,1,"SPRING DEC , HANGING CHICK GREEN",34.8
21824,127,-34.8,2,check,34.8
22647,24,-34.8,4,CERAMIC LOVE HEART MONEY BANK,34.8
21657,10,-34.75,4,Unknown product,34.75
23106,12,-34.68,1,ZINC HEARTS PLANT POT HOLDER,34.68
23128,7,-34.650000000000006,2,FELTCRAFT BOY JEAN-PAUL KIT,34.650000000000006
21197,21,-34.65,1,MULTICOLOUR CONFETTI IN TUBE,34.65
21710,7,-34.65,2,FOLDING UMBRELLA PINK/WHITE SPOT,34.65
90049,7,-34.65,1,IVORY GOLD METAL BAG CHARM,34.65
21159,117,-34.61,4,damaged,34.61
21321,38,-34.2,4,GLASS CHALICE BLUE LARGE,34.2
84970L,68,-34.199999999999996,4,SINGLE HEART ZINC T-LIGHT HOLDER,34.199999999999996
22596,88,-34.120000000000005,10,CHRISTMAS STAR WISH LIST CHALKBOARD,34.120000000000005
22172,9,-34.0,5,Unknown product,34.0
21411,8,-34.0,3,GINGHAM HEART DOORSTOP RED,34.0
22372,7,-33.95,3,AIRLINE BAG VINTAGE WORLD CHAMPION,33.95
21766,2,-33.9,1,VINTAGE WOOD ORGANISER,33.9
84797B,31,-33.9,4,Unknown product,33.9
21343,15,-33.9,3,Unknown product,33.9
20816,16,-33.75,2,Unknown product,33.75
23296,27,-33.75,6,SET OF 6 TEA TIME BAKING CASES,33.75
85132A,102,-33.75,6,damaged,33.75
21470,9,-33.75,4,FLOWER VINE RAFFIA FOOD COVER,33.75
20793,19,-33.75,3,Unknown product,33.75
22970,16,-33.6,3,LONDON BUS COFFEE MUG,33.6
21427,16,-33.6,8,SKULLS STORAGE BOX SMALL,33.6
22141,16,-33.6,4,CHRISTMAS CRAFT TREE TOP ANGEL,33.6
21532,73,-33.6,9,DAIRY MAID SUGAR JAM BOWL,33.6
72753D,31,-33.6,3,S/3 FLWR FAIRY SUMMER CANDLES,33.6
22311,10,-33.50000000000001,4,OFFICE MUG WARMER BLACK+SILVER,33.50000000000001
21299,14,-33.4,5,Unknown product,33.4
21070,30,-33.32,2,VINTAGE BILLBOARD MUG,33.32
21248,94,-33.160000000000004,4,DOOR HANGER MUM + DADS ROOM,33.160000000000004
21201,403,-33.15,3,???,33.15
22937,13,-33.15,2,BAKING MOULD CHOCOLATE CUPCAKES,33.15
21903,16,-33.1,4,MAN FLU METAL SIGN,33.1
21329,20,-33.0,2,DINOSAURS WRITING SET,33.0
23031,20,-33.0,9,DRAWER KNOB CRACKLE GLAZE PINK,33.0
23181,4,-33.0,4,BULL DOG BOTTLE TOP WALL CLOCK,33.0
23661,20,-33.0,4,MILK MAIDS MUG,33.0
22974,20,-33.0,7,CHILDRENS DOLLY GIRL MUG,33.0
20781,6,-32.94,3,GOLD EAR MUFF HEADPHONES,32.94
22997,78,-32.76,8,TRAVEL CARD WALLET UNION JACK,32.76
23006,78,-32.76,5,TRAVEL CARD WALLET FLOWER MEADOW,32.76
46000M,390,-32.55,7,POLYESTER FILLER PAD 45x45cm,32.55
21926,26,-32.5,3,RED/CREAM STRIPE CUSHION COVER,32.5
21590,26,-32.5,2,KINGS CHOICE CIGAR BOX MATCHES,32.5
84247H,11,-32.45,1,PACK/12 DECOUPAGE CARD,32.45
84247K,11,-32.45,1,"FOLK ART GREETING CARD,pack/12",32.45
22263,49,-32.34,1,FELT EGG COSY LADYBIRD,32.34
22067,20,-32.199999999999996,12,CHOC TRUFFLE GOLD TRINKET POT,32.199999999999996
22460,26,-32.120000000000005,9,EMBOSSED GLASS TEALIGHT HOLDER,32.120000000000005
22608,43,-31.93,2,PENS ASSORTED FUNKY JEWELED,31.93
23253,2,-31.9,2,16 PIECE CUTLERY SET PANTRY DESIGN,31.9
85216,618,-31.85,5,ASSORTED CAKES FRIDGE MAGNETS,31.85
47504J,83,-31.8,4,ENGLISH ROSE SET/3 GARDEN TOOLS,31.8
85135A,24,-31.8,6,Unknown product,31.8
21564,11,-31.650000000000002,7,PINK HEART SHAPE LOVE BUCKET,31.650000000000002
23012,8,-31.6,5,GLASS APOTHECARY BOTTLE PERFUME,31.6
23230,75,-31.5,3,WRAP ALPHABET DESIGN,31.5
16161U,75,-31.5,3,WRAP SUKI AND FRIENDS,31.5
22378,15,-31.5,6,WALL TIDY RETROSPOT,31.5
90090,37,-31.45,2,PINK CRYSTAL HEART PHONE CHARM,31.45
22208,25,-31.409999999999997,3,WOOD STAMP SET THANK YOU,31.409999999999997
22334,19,-31.349999999999998,3,DINOSAUR PARTY BAG + STICKER SET,31.349999999999998
21985,108,-31.319999999999997,3,PACK OF 12 HEARTS DESIGN TISSUES,31.319999999999997
22700,70,-31.300000000000004,5,smashed,31.300000000000004
21033,527,-31.29,5,taig adjust no stock,31.29
35471A,103,-31.25,4,Unknown product,31.25
72739C,288,-31.25,5,Unknown product,31.25
85049C,166,-31.25,4,ROMANTIC PINKS RIBBONS,31.25
21866,25,-31.25,3,UNION JACK FLAG LUGGAGE TAG,31.25
84971L,134,-31.25,3,LARGE HEART FLOWERS HOOK,31.25
85049F,155,-31.25,3,Unknown product,31.25
22269,25,-31.25,10,EGG CUP NATURAL CHICKEN,31.25
21773,25,-31.25,3,DECORATIVE ROSE BATHROOM BOTTLE,31.25
72131,16,-31.2,1,COLUMBIAN CANDLE RECTANGLE,31.2
21589,49,-30.599999999999998,3,Unknown product,30.599999999999998
21636,34,-30.599999999999998,2,check,30.599999999999998
22610,36,-30.599999999999998,1,PENS ASSORTED FUNNY FACE,30.599999999999998
21286,12,-30.599999999999998,1,RETRO SPOT CANDLE LARGE,30.599999999999998
18096C,183,-30.599999999999998,3,WHITE ROUND PORCELAIN TLIGHT HOLDER,30.599999999999998
21677,36,-30.599999999999998,3,HEARTS STICKERS,30.599999999999998
90174,12,-30.599999999999998,2,BUTTERFLY HAIR BAND,30.599999999999998
84798A,49,-30.599999999999998,2,PINK FOXGLOVE ARTIIFCIAL FLOWER,30.599999999999998
85189,134,-30.599999999999998,6,Unknown product,30.599999999999998
22719,398,-30.44,15,GUMBALL MONOCHROME COAT RACK,30.44
22400,25,-30.39,2,MAGNETS PACK OF 4 HOME SWEET HOME,30.39
85162A,246,-30.31,5,?,30.31
21160,121,-30.259999999999998,5,Unknown product,30.259999999999998
21976,55,-30.25,4,PACK OF 60 MUSHROOM CAKE CASES,30.25
23120,72,-30.240000000000002,2,PACK OF 6 SMALL FRUIT STRAWS,30.240000000000002
22533,152,-30.240000000000002,3,MAGIC DRAWING SLATE BAKE A CAKE,30.240000000000002
21890,150,-30.200000000000003,7,S/6 WOODEN SKITTLES IN COTTON BAG,30.200000000000003
23350,24,-30.0,2,ROLL WRAP VINTAGE SPOT,30.0
23349,24,-30.0,2,ROLL WRAP VINTAGE CHRISTMAS,30.0
90013A,13,-30.0,2,MIDNIGHT BLUE VINTAGE EARRINGS,30.0
84789,10,-30.0,6,Unknown product,30.0
23299,8,-30.0,2,FOOD COVER WITH BEADS SET 2,30.0
22686,24,-30.0,2,FRENCH BLUE METAL DOOR SIGN No,30.0
23211,24,-30.0,1,RED ROCKING HORSE HAND PAINTED,30.0
85019A,24,-30.0,1,ROMANTIC IMAGES NOTEBOOK SET,30.0
22399,24,-30.0,3,MAGNETS PACK OF 4 CHILDHOOD MEMORY,30.0
72815,45,-30.0,5,Unknown product,30.0
23183,8,-30.0,3,MOTHER'S KITCHEN SPOON REST,30.0
72816,61,-30.0,3,Unknown product,30.0
72817,91,-30.0,2,check,30.0
35953,24,-30.0,1,FOLKART STAR CHRISTMAS DECORATIONS,30.0
85059,10,-30.0,4,FRENCH ENAMEL WATER BASIN,30.0
22982,24,-30.0,2,PANTRY PASTRY BRUSH,30.0
21592,24,-30.0,1,RETRO SPOT CIGAR BOX MATCHES,30.0
21593,175,-30.0,2,Unknown product,30.0
85019B,24,-30.0,1,BLOSSOM IMAGES NOTEBOOK SET,30.0
84030C,8,-30.0,2,KNITTED RAINBOW HOT WATER BOTTLE,30.0
22099,24,-30.0,3,CARAVAN SQUARE TISSUE BOX,30.0
85092,33,-30.0,2,Unknown product,30.0
21761,7,-29.95,3,damaged,29.95
21310,1,-29.95,1,CAPIZ CHANDELIER,29.95
21476,2,-29.9,2,STEEL SWEETHEART ROUND TABLE CREAM,29.9
21681,12,-29.849999999999998,4,Unknown product,29.849999999999998
85068,8,-29.8,5,Unknown product,29.8
22228,35,-29.749999999999996,7,BUNNY WOODEN PAINTED WITH BIRD,29.749999999999996
22854,46,-29.700000000000003,7,Unknown product,29.700000000000003
22475,6,-29.700000000000003,1,SKULL DESIGN TV DINNER TRAY,29.700000000000003
22912,6,-29.700000000000003,2,YELLOW COAT RACK PARIS FASHION,29.700000000000003
23325,18,-29.699999999999996,3,RUSTIC STRAWBERRY JAM POT SMALL,29.699999999999996
23328,8,-29.64,5,SET 6 SCHOOL MILK BOTTLES IN CRATE,29.64
20799,25,-29.459999999999997,4,Unknown product,29.459999999999997
22519,33,-29.400000000000002,4,Unknown product,29.400000000000002
22964,14,-29.400000000000002,7,3 PIECE SPACEBOY COOKIE CUTTER SET,29.400000000000002
21786,279,-29.4,3,check,29.4
22433,4215,-29.25,5,WATERING CAN GREEN DINOSAUR,29.25
23408,14,-29.12,3,PHOTO FRAME LINEN AND LACE SMALL,29.12
23026,14,-29.12,2,DRAWER KNOB VINTAGE GLASS STAR,29.12
22131,16,-29.099999999999998,4,FOOD CONTAINER SET 3 LOVE HEART,29.099999999999998
47504K,318,-28.98,7,Unknown product,28.98
22597,34,-28.9,2,MUSICAL ZINC HEART DECORATION,28.9
22161,88,-28.880000000000003,2,HEART DECORATION RUSTIC HANGING,28.880000000000003
40001,285,-28.8,12,check,28.8
22306,217,-28.7,5,SILVER MUG BONE CHINA TREE OF LIFE,28.7
21896,52,-28.650000000000002,6,Unknown product,28.650000000000002
22195,19,-28.349999999999998,5,LARGE HEART MEASURING SPOONS,28.349999999999998
85194L,33,-28.049999999999997,5,HANGING SPRING FLOWER EGG LARGE,28.049999999999997
84461,11,-28.049999999999997,2,12 PINK HEN+CHICKS IN BASKET,28.049999999999997
22672,17,-28.049999999999997,4,FRENCH BATHROOM SIGN BLUE METAL,28.049999999999997
22305,211,-28.049999999999997,6,COFFEE MUG PINK PAISLEY DESIGN,28.049999999999997
16235,9133,-27.93,5,RECYCLED PENCIL WITH RABBIT ERASER,27.93
22116,18,-27.900000000000002,2,METAL SIGN HIS DINNER IS SERVED,27.900000000000002
20704,4,-27.8,1,MR ROBOT SOFT TOY,27.8
21768,408,-27.7,6,Unknown product,27.7
21529,70,-27.6,6,damages,27.6
20729,442,-27.5,4,RED SPOTTY CANDY BAG,27.5
21224,22,-27.5,3,SET/4 SKULL BADGES,27.5
23149,11,-27.39,2,ANTIQUE IVORY WIRE BOWL SMALL,27.39
20830,172,-27.32,5,SILVER PHOTO FRAME,27.32
22745,13,-27.300000000000004,3,POPPY'S PLAYHOUSE BEDROOM,27.300000000000004
22036,110,-27.3,3,Unknown product,27.3
22889,13,-27.3,1,"NUMBER TILE VINTAGE FONT, No",27.3
79191B,32,-27.199999999999996,5,RETRO PLASTIC POLKA TRAY,27.199999999999996
21243,16,-27.04,2,PINK POLKADOT PLATE,27.04
85119,68,-27.04,5,Unknown product,27.04
48195,4,-27.0,2,DOOR MAT GREEN PAISLEY,27.0
90184B,3,-26.849999999999998,2,AMETHYST CHUNKY BEAD BRACELET W STR,26.849999999999998
22451,131,-26.8,5,Unknown product,26.8
21034,28,-26.599999999999998,9,REX CASH+CARRY JUMBO SHOPPER,26.599999999999998
23293,32,-26.56,5,SET OF 12 FAIRY CAKE BAKING CASES,26.56
22176,37,-26.550000000000004,5,check,26.550000000000004
23660,16,-26.4,4,HENRIETTA HEN MUG,26.4
20857,64,-26.4,4,Unknown product,26.4
22245,178,-26.35,9,Unknown product,26.35
20983,31,-26.349999999999998,5,12 PENCILS TALL TUBE RED RETROSPOT,26.349999999999998
23152,30,-26.25,4,IVORY SWEETHEART WIRE LETTER RACK,26.25
