stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
23395,748,3257.08,210,141,BELLE JARDINIERE CUSHION COVER,0.015906615410911772
23053,364,3254.32,164,105,RECYCLED ACAPULCO MAT PINK,0.01589313638720523
84510A,2402,3254.14,474,200,SET OF 4 ENGLISH ROSE COASTERS,0.015892257320441756
21477,273,3248.94,45,35,STRING OF 20 ROSE LIGHTS,0.015866862058385948
84849B,1936,3244.14,293,123,FAIRY SOAP SOAP HOLDER,0.015843420278026737
22419,6847,3242.59,509,191,LIPSTICK PEN RED,0.01583585053645241
21829,15035,3242.18,409,211,DINOSAUR KEYRINGS ASSORTED,0.01583384821771339
22792,3489,3241.1299999999997,262,128,FLUTED ANTIQUE CANDLE HOLDER,0.015828720328259813
18098C,1223,3231.13,236,104,PORCELAIN BUTTERFLY OIL BURNER,0.015779883285844794
23051,365,3223.49,162,95,RECYCLED ACAPULCO MAT BLUE,0.015742571785439717
20992,6151,3220.4,433,222,JAZZ HEARTS PURSE NOTEBOOK,0.015727481139333477
22972,1882,3219.74,243,147,CHILDREN'S SPACEBOY MUG,0.015724257894534084
23230,7976,3217.92,235,178,WRAP ALPHABET DESIGN,0.01571536955281455
21732,925,3214.57,58,50,RED HANGING METAL STAR TLIGHT HLDR,0.015699009143605516
21473,157,3212.16,90,65,SWEETHEART CREAM STEEL TABLE RECT,0.0156872394163835
22194,373,3212.1,160,100,BLACK DINER WALL CLOCK,0.015686946394129007
84837,251,3210.04,143,109,WHITE SWEETHEARTS CABINET 4 DRAWERS,0.015676885963391514
79323GR,532,3209.36,83,60,GREEN CHERRY LIGHTS,0.01567356504450729
23393,801,3207.91,229,165,HOME SWEET HOME CUSHION COVER,0.015666483673357115
23035,2191,3199.99,191,110,DRAWER KNOB CERAMIC IVORY,0.015627804735764417
84596F,4720,3196.43,600,216,SMALL MARSHMALLOWS PINK BOWL,0.01561041874866467
79164,3653,3196.0099999999998,91,43,BLACK WINE GLASS,0.015608367592883239
21333,1057,3192.09,222,150,CLASSIC WHITE FRAME,0.015589223472256549
21111,1379,3187.1600000000003,214,109,"SWISS ROLL TOWEL, CHOCOLATE SPOTS",0.015565146810345947
21830,7658,3185.6,256,151,ASSORTED CREEPY CRAWLIES,0.015557528231729201
21628,164,3185.2799999999997,87,24,TRIANGULAR POUFFE VINTAGE,0.01555596544637192
22503,141,3178.02,54,29,CABIN BAG VINTAGE PAISLEY,0.015520509753578614
23342,373,3176.41,163,105,MINT DINER WALL CLOCK,0.015512646989749796
22773,2392,3171.11,227,95,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,0.015486763357269836
21557,932,3169.3900000000003,302,71,SET OF 6 FUNKY BEAKERS,0.015478363385974454
22863,1107,3166.61,169,120,SOAP DISH BROCANTE,0.015464786688183076
21949,2598,3164.18,269,91,SET OF 6 STRAWBERRY CHOPSTICKS,0.015452919286876225
22702,1589,3156.3199999999997,94,66,BLACK AND WHITE CAT BOWL,0.015414533371538018
82494l,378,3155.93,86,0,WOODEN FRAME ANTIQUE WHITE,0.015412628726883832
22700,1384,3155.4,98,79,BLACK AND WHITE DOG BOWL,0.015410040363635837
84944,1135,3153.88,194,122,SET OF 6 KASHMIR FOLKART BAUBLES,0.015402617133188754
15058A,476,3153.73,148,76,BLUE POLKADOT GARDEN PARASOL,0.015401884577552528
21519,7356,3149.93,553,181,GIN & TONIC DIET GREETING CARD,0.01538332650143482
22406,2487,3149.35,217,145,MONEY BOX KINGS CHOICE DESIGN,0.015380493952974748
23323,1469,3146.78,294,210,WHITE WICKER STAR,0.015367942833074088
22313,985,3146.07,137,74,OFFICE MUG WARMER PINK,0.015364475403062622
21705,2534,3145.7099999999996,225,142,BAG 500g SWIRLY MARBLES,0.015362717269535678
22325,699,3139.9900000000002,224,129,MOBILE VINTAGE HEARTS,0.01533478248127429
21820,795,3132.39,180,112,GLITTER HEART GARLAND WITH BELLS,0.015297666329038872
82578,5595,3129.2400000000002,704,322,KITCHEN METAL SIGN,0.01528228266067814
22095,2978,3123.03,284,125,LADS ONLY TISSUE BOX,0.015251954857338412
22347,2716,3119.18,115,50,PIZZA SLICE DISH,0.01523315259600863
22310,1739,3113.94,223,64,IVORY KNITTED MUG COSY,0.015207561985783158
23346,2628,3112.34,184,106,SPACEBOY BEAKER,0.015199748058996754
21352,880,3110.28,158,77,EUCALYPTUS & PINECONE WREATH,0.015189687628259261
21272,2348,3109.83,339,167,SALLE DE BAIN HOOK,0.015187489961350584
22891,644,3103.7,230,108,TEA FOR ONE POLKADOT,0.015157552854350177
22177,325,3101.46,125,90,5 HOOK BLACKBOARD ORGANISER,0.015146613356849211
84997d,371,3097.3799999999997,82,0,CHILDRENS CUTLERY POLKADOT PINK,0.01512668784354388
47504K,2654,3096.08,312,210,ENGLISH ROSE GARDEN SECATEURS,0.015120339028029929
22129,3246,3095.12,174,97,PARTY CONES CANDY DECORATION,0.015115650671958088
22572,3439,3087.18,362,211,ROCKING HORSE GREEN CHRISTMAS,0.01507687406028056
85227,3440,3086.44,442,225,SET OF 6 3D KIT CARDS FOR KIDS,0.015073260119141849
20956,2338,3083.82,236,117,PORCELAIN T-LIGHT HOLDERS ASSORTED,0.015060464814029114
79072,284,3083.2,107,41,TEATIME CAKE TIN WITH HANDLE,0.015057436917399383
22963,3696,3079.41,319,170,JAM JAR WITH GREEN LID,0.015038927678324088
84279B,808,3076.92,215,140,CHERRY BLOSSOM DECORATIVE FLASK,0.015026767254762749
21765,371,3076.39,143,103,HANGING METAL BIRD BATH,0.015024178891514754
22372,604,3073.43,287,163,AIRLINE BAG VINTAGE WORLD CHAMPION,0.015009723126959907
22154,7114,3073.32,317,163,ANGEL DECORATION 3 BUTTONS,0.015009185919493342
84912B,1125,3072.64,259,56,GREEN ROSE WASHBAG,0.01500586500060912
22473,811,3070.92,209,120,TV DINNER TRAY VINTAGE PAISLEY,0.014997465029313737
22757,2696,3070.18,308,161,LARGE RED BABUSHKA NOTEBOOK,0.014993851088175025
21206,2155,3067.8999999999996,238,117,STRAWBERRY HONEYCOMB GARLAND,0.014982716242504397
21786,7471,3049.0299999999997,450,131,POLKADOT RAIN HAT,0.014890560743467254
20985,2370,3047.99,291,162,HEART CALCULATOR,0.014885481691056092
21408,703,3045.31,240,114,SPOTTY PINK DUCK DOORSTOP,0.014872393363688867
22754,3924,3044.8599999999997,492,237,SMALL RED BABUSHKA NOTEBOOK,0.014870195696780188
23461,847,3041.21,94,75,SWEETHEART BIRD HOUSE,0.014852370176298708
23329,1767,3038.1899999999996,233,168,DECORATIVE WICKER HEART LARGE,0.014837621389489368
22208,2366,3036.95,433,237,WOOD STAMP SET THANK YOU,0.014831565596229909
22037,7054,3035.7,634,270,ROBOT BIRTHDAY CARD,0.01482546096592803
15044C,967,3027.26,231,100,PURPLE PAPER PARASOL,0.014784242502129752
23390,747,3025.59,163,117,DOLLY GIRL MINI BACKPACK,0.014776086716046445
23242,1470,3024.63,214,132,TREASURE TIN BUFFALO BILL,0.014771398359974602
22067,1855,3019.3199999999997,252,108,CHOC TRUFFLE GOLD TRINKET POT,0.014745465890452227
21626,1496,3017.0699999999997,204,136,VINTAGE UNION JACK PENNANT,0.014734477555908846
22402,3431,3012.78,250,158,MAGNETS PACK OF 4 VINTAGE COLLAGE,0.014713526464712802
22805,2207,3008.82,231,89,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,0.014694186995916453
23231,7277,3008.34,260,190,WRAP VINTAGE DOILY,0.014691842817880532
22712,7295,3002.42,508,209,CARD DOLLY GIRL,0.01466293128877084
22755,3776,2997.6299999999997,499,243,SMALL PURPLE BABUSHKA NOTEBOOK,0.014639538345454043
84912A,1094,2996.44,231,59,PINK ROSE WASHBAG,0.014633726737406658
22132,3345,2989.81,388,154,RED LOVE HEART SHAPE CUP,0.014601347778285497
22925,488,2989.52,191,130,BLUE GIANT GARDEN THERMOMETER,0.014599931504055462
21354,2476,2979.46,217,123,TOAST ITS - BEST MUM,0.014550801439385952
22375,590,2969.29,284,135,AIRLINE BAG VINTAGE JET SET BROWN,0.014501134167249874
22519,1425,2968.7700000000004,258,142,CHILDS GARDEN BRUSH PINK,0.014498594641044296
84997c,353,2958.87,75,0,CHILDRENS CUTLERY POLKADOT BLUE,0.014450245969053421
22905,1077,2957.17,194,111,CALENDAR IN SEASON DESIGN,0.014441943671842868
22674,2377,2956.33,297,182,FRENCH TOILET SIGN BLUE METAL,0.014437841360280007
22664,1429,2954.19,266,107,TOY TIDY DOLLY GIRL DESIGN,0.014427390233203191
22816,6856,2950.93,436,258,CARD MOTORBIKE SANTA,0.014411469357375894
22927,468,2948.57,162,101,GREEN GIANT GARDEN THERMOMETER,0.01439994381536595
23211,2329,2930.57,160,82,RED ROCKING HORSE HAND PAINTED,0.014312037139018912
22277,1400,2927.4900000000002,250,147,COSMETIC BAG VINTAGE ROSE PAISLEY,0.014296995329955086
85049D,2330,2922.96,400,263,BRIGHT BLUES RIBBONS,0.01427487214974108
21948,2293,2921.36,267,71,SET OF 6 CAKE CHOPSTICKS,0.014267058222954676
21214,2006,2920.8199999999997,199,106,SET OF 72 IVORY PAPER DOILIES,0.014264421022664266
22990,633,2917.4300000000003,164,117,COTTON APRON PANTRY DESIGN,0.014247865265285573
22518,1398,2899.8,266,141,CHILDS GARDEN BRUSH BLUE,0.014161765559507891
23056,963,2898.12,39,33,FLOWERS CHANDELIER T-LIGHT HOLDER,0.014153560936382167
22897,1956,2894.75,298,190,OVEN MITT APPLES DESIGN,0.014137102853088305
23290,2430,2890.3500000000004,214,125,SPACEBOY CHILDRENS BOWL,0.014115614554425698
22184,389,2887.07,146,60,CAKE STAND VICTORIAN FILIGREE LARGE,0.014099596004513569
23345,2451,2886.25,174,100,DOLLY GIRL BEAKER,0.014095591367035537
22955,1448,2885.26,185,131,36 FOIL STAR CAKE CASES,0.01409075649983645
22811,1021,2884.13,140,51,SET OF 6 T-LIGHTS CACTI,0.014085237914043553
21709,696,2876.7200000000003,117,69,FOLDING UMBRELLA CHOCOLATE POLKADOT,0.014049049665614021
21465,793,2875.6400000000003,187,117,PINK FLOWER CROCHET FOOD COVER,0.014043775265033202
20752,1500,2868.2000000000003,358,188,BLUE POLKADOT WASHING UP GLOVES,0.014007440505476424
21821,713,2866.6,153,86,GLITTER STAR GARLAND WITH BELLS,0.01399962657869002
22480,2368,2863.06,263,197,RED TEA TOWEL CLASSIC DESIGN,0.013982338265675102
21424,955,2861.64,142,51,WOODLAND STORAGE BOX LARGE,0.013975403405652169
23212,2296,2860.89,186,104,HEART WREATH DECORATION WITH BELL,0.013971740627471042
23427,237,2860.58,114,87,STOOL HOME SWEET HOME,0.013970226679156176
22293,2034,2860.2,225,114,HANGING CHICK GREEN DECORATION,0.013968370871544407
22949,2010,2858.19,177,130,SET OF 36 DOLLY GIRL PAPER DOILIES,0.013958554626018986
22581,3565,2852.6299999999997,380,208,WOOD STOCKING CHRISTMAS SCANDISPOT,0.013931401230436232
23504,1927,2848.89,208,164,PLAYING CARDS JUBILEE UNION JACK,0.013913136176573018
22930,1108,2846.8,189,120,BAKING MOULD HEART MILK CHOCOLATE,0.013902929234708278
21324,1014,2845.71,175,101,HANGING MEDINA LANTERN SMALL,0.01389760599708504
21688,912,2845.6500000000005,142,97,SILVER PLATE CANDLE BOWL SMALL,0.013897312974830553
22983,6695,2843.55,551,264,CARD BILLBOARD FONT,0.013887057195923395
23196,1872,2842.24,298,170,VINTAGE LEAF MAGNETIC NOTEPAD,0.013880659543367029
21439,2259,2837.54,240,112,BASKET OF TOADSTOOLS,0.013857706133431968
22576,3132,2835.08,330,191,SWALLOW WOODEN CHRISTMAS DECORATION,0.013845692220997873
22710,7184,2821.28,173,112,WRAP I LOVE LONDON,0.013778297102465142
22217,2374,2814.81,214,152,T-LIGHT HOLDER HANGING LACE,0.013746699536022625
22671,1688,2811.3399999999997,246,140,FRENCH LAUNDRY SIGN BLUE METAL,0.013729753082304608
21508,6716,2808.62,541,215,VINTAGE KID DOLLY CARD,0.013716469406767726
35001W,883,2806.69,190,78,HAND OPEN SHAPE DECO.WHITE,0.013707043857581628
22450,834,2798.28,180,117,SILK PURSE BABUSHKA BLUE,0.013665971904910593
84909A,209,2797.55,30,24,PINK PAISLEY QUILT,0.013662406800814297
22974,1636,2795.8099999999995,211,128,CHILDRENS DOLLY GIRL MUG,0.013653909155434081
22696,1415,2790.83,288,203,WICKER WREATH LARGE,0.013629588308311404
21360,441,2790.41,100,81,JOY LARGE WOOD LETTERS,0.013627537152529972
22101,1909,2790.27,116,44,MIRROR MOSAIC VOTIVE HOLDER,0.013626853433936163
85199S,6022,2789.2799999999997,486,188,SMALL HANGING IVORY/RED WOOD BIRD,0.013622018566737075
84519A,1200,2788.4500000000003,203,96,TOMATO CHARLIE+LOLA COASTER SET,0.013617965092216628
21796,324,2782.19,67,57,SET OF 3 RED STRIPE BASKETS,0.013587393103664825
21728,298,2773.11,40,33,METAL MEDINA LANTERN,0.013543049069151986
21188,912,2771.34,128,69,3D HEARTS HONEYCOMB PAPER GARLAND,0.013534404912644526
21682,559,2767.59,152,116,LARGE MEDINA STAMPED METAL BOWL,0.013516091021738893
85132B,919,2767.53,123,73,CHARLIE AND LOLA TABLE TINS,0.013515797999484403
22597,4613,2766.08,291,167,MUSICAL ZINC HEART DECORATION,0.013508716628334225
22416,1970,2763.3599999999997,176,122,SET OF 36 SPACEBOY PAPER DOILIES,0.013495432952797337
23190,1702,2761.8999999999996,202,145,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,0.013488302744604743
22081,1559,2761.04,302,170,RIBBON REEL FLORA + FAUNA,0.013484102758957055
21683,936,2757.4700000000003,152,96,MEDIUM MEDINA STAMPED METAL BOWL,0.013466667934814892
22675,2227,2754.95,270,179,FRENCH KITCHEN SIGN BLUE METAL,0.013454361000126307
15058C,470,2753.72,122,56,ICE CREAM DESIGN GARDEN PARASOL,0.013448354043909259
22145,1306,2752.6600000000003,197,153,CHRISTMAS CRAFT HEART STOCKING,0.01344317731741327
84795C,325,2752.59,131,70,OCEAN STRIPE HAMMOCK,0.013442835458116361
23147,1868,2752.2,261,170,SINGLE ANTIQUE ROSE HOOK IVORY,0.013440930813462176
51014C,4268,2751.5,265,108,"FEATHER PEN,COAL BLACK",0.013437512220493124
23396,654,2750.5299999999997,196,134,LE JARDIN BOTANIQUE CUSHION COVER,0.013432775027378867
85015,2908,2750.0,254,133,SET OF 12 VINTAGE POSTCARD SET,0.01343018666413087
22315,2136,2749.51,387,191,200 RED + WHITE BENDY STRAWS,0.013427793649052534
22525,1946,2748.79,328,189,CHILDRENS GARDEN GLOVES PINK,0.013424277381998653
23266,2053,2743.82,319,201,SET OF 3 WOODEN STOCKING DECORATION,0.013400005371918388
23341,307,2741.35,121,75,PINK DINER WALL CLOCK,0.013387942622441877
22482,2319,2739.43,214,154,BLUE TEA TOWEL CLASSIC DESIGN,0.013378565910298193
23100,2166,2739.38,257,180,SILVER BELLS TABLE DECORATION,0.013378321725086118
22161,6726,2738.28,489,156,HEART DECORATION RUSTIC HANGING,0.013372949650420466
85183B,1725,2731.7599999999998,171,124,CHARLIE & LOLA WASTEPAPER BIN FLORA,0.013341107898765872
22066,3435,2729.16,273,185,LOVE HEART TRINKET POT,0.013328410267737966
21788,3375,2725.0899999999997,206,141,KIDS RAIN MAC BLUE,0.01330853359147505
22818,6290,2720.86,404,252,CARD CHRISTMAS VILLAGE,0.013287875522533498
22651,3175,2720.8599999999997,270,112,GENTLEMAN SHIRT REPAIR KIT,0.013287875522533497
22914,570,2720.6600000000003,170,117,BLUE COAT RACK PARIS FASHION,0.013286898781685201
47503J,344,2719.38,75,31,SET/3 FLORAL GARDEN TOOLS IN BAG,0.013280647640256075
23164,578,2718.65,92,70,REGENCY CAKE SLICE,0.013277082536159779
22650,1786,2717.8799999999997,282,150,CERAMIC PIRATE CHEST MONEY BANK,0.01327332208389382
21808,1001,2715.53,144,70,"CHRISTMAS GARLAND STARS,TREES",0.013261845378926293
47480,1638,2713.9799999999996,150,62,HANGING PHOTO CLIP ROPE LADDER,0.01325427563735196
22524,1925,2713.23,293,188,CHILDRENS GARDEN GLOVES BLUE,0.013250612859170837
22231,2135,2712.48,297,166,JIGSAW TREE WITH BIRDHOUSE,0.01324695008098971
21096,15919,2711.71,143,91,SET/6 FRUIT SALAD PAPER PLATES,0.013243189628723754
23407,265,2709.43,133,103,SET OF 2 TRAYS HOME SWEET HOME,0.01323205478305313
23489,913,2709.23,159,125,VINTAGE BELLS GARLAND,0.013231078042204828
23292,2181,2703.33,222,113,SPACEBOY CHILDRENS CUP,0.013202264187179966
21744,898,2697.1600000000003,217,131,SNOWFLAKE PORTABLE TABLE LIGHT,0.0131721317320099
23333,2089,2695.45,233,179,IVORY WICKER HEART MEDIUM,0.013163780597756929
85035C,1356,2693.85,197,129,ROSE 3 WICK MORRIS BOX CANDLE,0.013155966670970526
21224,2171,2691.91,312,140,SET/4 SKULL BADGES,0.013146492284742012
22479,1939,2691.19,214,129,DAISY GARDEN MARKER,0.013142976017688131
23264,1963,2690.81,299,177,SET OF 3 WOODEN SLEIGH DECORATIONS,0.01314112021007636
22436,4215,2687.05,289,173,12 COLOURED PARTY BALLOONS,0.013122757482128312
21204,1608,2682.99,205,109,DAISIES HONEYCOMB GARLAND,0.013102929642907813
22495,940,2682.32,237,165,SET OF 2 ROUND TINS CAMEMBERT,0.013099657561066007
90057,1804,2675.88,37,29,DIAMANTE RING ASSORTED IN BOX.,0.013068206505750734
22155,5925,2671.81,340,165,STAR DECORATION RUSTIC,0.01304832982948782
22028,6344,2665.13,507,203,PENNY FARTHING BIRTHDAY CARD,0.013015706685154584
21923,337,2662.64,119,80,RED/CREAM STRIPE FRINGE HAMMOCK,0.013003546261593245
85049B,2126,2653.3,338,224,LUSH GREENS RIBBONS,0.012957932463977615
22094,3557,2649.05,339,181,RED RETROSPOT TISSUE BOX,0.012937176720951231
21693,871,2648.6200000000003,120,84,SMALL HAMMERED SILVER CANDLEPOT,0.012935076728127387
22500,580,2647.31,198,155,SET OF 2 TINS JARDIN DE PROVENCE,0.012928679075571017
21742,437,2647.28,193,156,LARGE ROUND WICKER PLATTER,0.012928532564443772
23146,798,2645.26,227,151,TRIPLE HOOK ANTIQUE IVORY ROSE,0.012918667481875937
22152,6241,2642.2799999999997,241,154,PLACE SETTING WHITE STAR,0.012904114043236261
21897,866,2641.36,106,86,POTTING SHED CANDLE CITRONELLA,0.01289962103533408
22270,685,2638.67,153,104,HAPPY EASTER HANGING DECORATION,0.012886483870924439
84754,2083,2634.59,218,129,S/15 SILVER GLASS BAUBLES IN BAG,0.01286655835761911
85049F,2110,2634.0,314,206,BABY BOOM RIBBONS,0.012863676972116623
22146,1413,2633.13,107,93,EASTER CRAFT IVY WREATH WITH CHICK,0.012859428149426517
22376,529,2632.18,246,145,AIRLINE BAG VINTAGE JET SET WHITE,0.01285478863039709
84012,1838,2628.47,179,127,MAGIC SHEEP WOOL GROWING FROM PAPER,0.012836670087661116
21422,3160,2619.17,147,71,PORCELAIN ROSE SMALL,0.012791251638215147
22758,2437,2618.35,314,151,LARGE PURPLE BABUSHKA NOTEBOOK,0.012787247000737115
84849D,1558,2618.27,260,122,HOT BATHS SOAP HOLDER,0.012786856304397794
22713,6084,2616.12,368,148,CARD I LOVE LONDON,0.012776356340278565
72800E,1388,2613.82,286,139,4 IVORY DINNER CANDLES SILVER FLOCK,0.012765123820523111
22046,6375,2613.5,208,147,TEA PARTY WRAPPING PAPER,0.01276356103516583
47585A,1084,2612.88,148,66,PINK FAIRY CAKE CUSHION COVER,0.012760533138536099
85034B,1183,2606.64,152,95,3 WHITE CHOC MORRIS BOXED CANDLES,0.012730058824069124
23054,295,2604.93,130,81,RECYCLED ACAPULCO MAT LAVENDER,0.012721707689816154
85034C,1314,2604.15,197,130,3 ROSE MORRIS BOXED CANDLES,0.012717898400507785
72799E,1232,2600.6400000000003,178,105,IVORY PILLAR CANDLE SILVER FLOCK,0.012700756598620114
37502,868,2599.79,171,97,TEA TIME MUG IN GIFT BOX,0.012696605450014836
22439,3891,2599.01,363,216,6 ROCKET BALLOONS,0.012692796160706465
22190,1400,2591.67,242,88,LOCAL CAFE MUG,0.012656949771573838
90062,204,2591.42,109,33,CARNIVAL BRACELET,0.012655728845513463
22933,940,2585.92,122,82,BAKING MOULD EASTER EGG MILK CHOC,0.0126288684721852
21589,1119,2583.4500000000003,88,73,SWALLOW GIANT TUBE MATCHES,0.012616805722708692
21171,1845,2578.27,260,142,BATHROOM METAL SIGN,0.01259150813473771
21642,4413,2575.18,251,150,ASSORTED TUTTI FRUTTI PEN,0.012576417488631466
82597,1210,2569.6600000000003,215,106,BOMBS AWAY METAL SIGN,0.012549459441218377
22471,627,2568.76,176,91,TV DINNER TRAY AIR HOSTESS,0.012545064107401025
21653,1246,2565.67,111,75,GLASS ETCHED T-LIGHT HOLDER LARGE,0.012529973461294782
22828,17,2565.0,11,9,REGENCY MIRROR WITH SHUTTERS,0.012526701379452975
22937,972,2563.24,160,122,BAKING MOULD CHOCOLATE CUPCAKES,0.01251810605998793
21288,982,2557.4700000000003,224,105,STRIPEY CHOCOLATE NESTING BOXES,0.012489927086514467
20960,1900,2550.84,215,85,WATERMELON BATH SPONGE,0.012457548127393307
21818,4196,2549.45,285,197,GLITTER HEART DECORATION,0.012450759778497616
22735,1434,2541.38,231,133,RIBBON REEL SOCKS AND MITTENS,0.012411348285268695
85035B,986,2539.29,131,75,CHOCOLATE 3 WICK MORRIS BOX CANDLE,0.012401141343403956
21898,827,2538.81,113,73,POTTING SHED ROSE CANDLE,0.012398797165368035
20787,69,2535.1,30,7,BLUE RETRO BAR STOOL,0.012380678622632061
21215,4349,2533.88,291,127,IVORY PAPER CUP CAKE CASES,0.012374720503457429
21203,1539,2526.9999999999995,145,85,BUTTERFLIES HONEYCOMB GARLAND,0.012341120618275893
23681,1576,2525.04,132,105,LUNCH BAG RED VINTAGE DOILY,0.01233154855796255
22342,1817,2521.2499999999995,230,109,HOME GARLAND PAINTED ZINC,0.012313039318887255
22415,317,2520.15,204,156,WHITE TISSUE REAM,0.012307667244221606
21792,494,2517.88,141,110,CLASSIC FRENCH STYLE BASKET GREEN,0.012296581235593395
21431,1483,2511.3599999999997,278,167,GREEN GINGHAM FLOWER JEWELLERY BOX,0.0122647394839388
23424,462,2509.62,135,87,GINGHAM RECIPE BOOK BOX,0.012256241838558588
21323,740,2506.89,80,46,HANGING MEDINA LANTERN LARGE,0.012242909325979287
23316,250,2501.64,110,75,RED REFECTORY CLOCK,0.012217269878711402
82567,1207,2498.98,489,136,"AIRLINE LOUNGE,METAL SIGN",0.012204279225429005
85054,916,2495.0200000000004,204,107,FRENCH ENAMEL POT W LID,0.01218493975663266
23367,3278,2491.2000000000003,282,184,SET 12 COLOUR PENCILS SPACEBOY,0.01216628400643012
85041,1853,2489.87,92,64,SET/4 PINK ORCHID CANDLES IN BOWL,0.01215978867978892
21924,315,2486.6600000000003,123,82,BLUE/CREAM STRIPE FRINGE HAMMOCK,0.0121441119891737
22091,3179,2485.86,324,184,EMPIRE TISSUE BOX,0.012140205025780497
21680,2858,2483.68,268,110,WOODLAND STICKERS,0.012129558550534022
85206B,1538,2477.2999999999997,183,138,PINK FELT EASTER EGG BASKET,0.012098400517473237
22742,1002,2475.3,180,132,MAKE YOUR OWN PLAYTIME CARD KIT,0.012088633108990237
22153,5705,2469.16,283,136,ANGEL DECORATION STARS ON DRESS,0.012058647164947412
22829,241,2468.5699999999997,118,83,SWEETHEART WIRE WALL TIDY,0.012055765779444923
22852,565,2467.11,160,108,DOG BOWL VINTAGE CREAM,0.012048635571252332
22676,1830,2464.98,305,105,FRENCH BLUE METAL DOOR SIGN 1,0.012038233281217933
21686,65,2460.1400000000003,33,10,MEDINA STAMPED METAL STOOL,0.012014596152689063
23352,1800,2459.2,212,151,ROLL WRAP 50'S RED CHRISTMAS,0.01201000547070205
21616,1152,2458.58,191,126,4 PEAR BOTANICAL DINNER CANDLES,0.01200697757407232
84509F,2781,2456.1,46,32,SET OF 4 NEW ENGLAND PLACEMATS,0.011994865987553394
20668,20951,2454.88,367,181,DISCO BALL CHRISTMAS DECORATION,0.011988907868378761
22911,853,2454.3500000000004,164,115,PAPER CHAIN KIT LONDON,0.011986319505130766
21330,1452,2454.0699999999997,201,101,WOODLAND ANIMAL WRITING SET,0.011984952067943143
